STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,pH : Min : 6.5-8.5,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,CONDUCTIVITY (µmhos/cm) : Min,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,B.O.D. (mg/l) : Min : < 3 mg/l,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,NITRATE- N+ NITRITE-N (mg/l) : Min,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml
2762,"R.S. PURA TEHSIL, JAMMU, J&K",Jammu & Kashmir,11,26,19,8.1,8.5,8.3,1800,2000,1900,NA,NA,NA,2.4,2.66,2,NA,NA,NA,NA,NA,NA
1767,"DURGAPUR TOWN,NEAR IISCO, BURDWAN, WEST BENGAL",WEST BENGAL,27,28,27.5,7.4,7.4,7.4,877,888,883,0.7,0.7,0.7,0.4,0.5,0.4,NA,NA,NA,NA,NA,NA
1768,"DURGAPUR TOWN, BURDWAN, WEST BENGAL",WEST BENGAL,31,33,32,6.9,7.4,7.2,656,864,760,0.3,1.5,0.9,0.3,0.5,0.4,NA,NA,NA,NA,NA,NA
1770,"NEAR IOC REFINERY HALDIA, WEST BENGAL",WEST BENGAL,35,35,35,7.1,7.3,7.2,2140,2170,2155,2.8,3.2,3,0,0,0,NA,NA,NA,NA,NA,NA
1771,"KALYANI INDUSTRIAL AREA, NADIA, WEST BENGAL",WEST BENGAL,27,28,27.5,7.5,8.3,7.9,572,672,622,0.7,1.3,1,0.1,0.4,0.2,0,0,0,1,1,1
1772,"BARASAT MUNICIPALITY NORTH 24-P, WEST BENGAL",WEST BENGAL,28,28,28,7.1,8,7.5,696,867,782,0.5,1,0.8,0.1,0.5,0.3,0,0,0,0,0,0
1773,"TANGRA, CALCUTTA ,WEST BENGAL",WEST BENGAL,28,29,28.5,7.5,7.8,7.6,1943,2146,2045,0.6,2,1.3,0,0.1,0.1,NA,NA,NA,NA,NA,NA
1774,"TOPSIA CALCUTTA, WEST BENGAL",WEST BENGAL,28,29,28.5,7.3,7.5,7.4,1680,1777,1729,0.4,1.6,1,0,0,0,NA,NA,NA,NA,NA,NA
1775,"DHAPA CALCUTTA, WEST BENGAL",WEST BENGAL,27,28,27.5,7.2,7.3,7.3,1815,1833,1824,0.7,1.5,1.1,0,0.1,0.1,NA,NA,NA,NA,NA,NA
1776,"GARIA CALCUTTA, WEST BENGAL",WEST BENGAL,27,28,27.5,7.3,7.5,7.4,1209,1231,1220,0.4,1,0.7,0,0,0,NA,NA,NA,NA,NA,NA
1777,"BEHALA CALCUTTA, WEST BENGAL",WEST BENGAL,27,28,27.5,7.7,7.8,7.7,852,926,889,0.3,1,0.7,0.1,0.6,0.3,7,7,7,9,9,9
1778,"DOMJUR HOWRAH, WEST BENGAL",WEST BENGAL,28,28,28,7.3,7.6,7.4,708,817,763,2,2,2,0,0.1,0,NA,NA,NA,NA,NA,NA
1779,"DANKUNI (NEAR COAL COMPLEX), WEST BENGAL",WEST BENGAL,29,29,29,7.2,7.9,7.6,938,1030,984,0.7,1.1,0.9,0.1,1,0.5,NA,NA,NA,NA,NA,NA
1813,"RISHRA, WEST BENGAL",WEST BENGAL,28,28,28,7.3,7.9,7.6,261,924,593,0.5,1.8,1.1,0.1,0.9,0.5,NA,NA,NA,NA,NA,NA
1931,COSSIPORE - NORTH KOLKATA,WEST BENGAL,26,26,26,7.3,7.6,7.5,2370,2444,2407,0.3,0.6,0.4,0,0.1,0,900,900,900,1600,1600,1600
1932,CENTRAL KOLKATA,WEST BENGAL,26,27,26.5,7.6,7.7,7.6,864,1119,992,0.3,1.3,0.8,0.1,0.2,0.1,7,7,7,14,14,14
1933,"NEAR GALVANISATION UNIT, HOWRAH",WEST BENGAL,28,30,29,7.3,8,7.6,260,1486,873,0.3,1.1,0.7,0,0.7,0.4,500,540,520,920,1600,1260
1934,CENTRAL HOWRAH-RESIDENTAIL AREA,WEST BENGAL,29,30,29.5,7.4,7.5,7.4,2270,2370,2320,0.4,0.4,0.4,0,0,0,NA,NA,NA,NA,NA,NA
1935,INSIDE KOLKATA LEATHER COMPLEX,WEST BENGAL,28.5,29,28.8,7.1,7.4,7.2,1450,1472,1461,0.4,1,0.7,0,0.2,0.1,2,2,2,8,8,8
1936,RESIDENTIAL AREA AT SONARPUR,WEST BENGAL,27,28,27.5,7.5,7.6,7.6,905,928,917,0.5,0.8,0.6,0,0.1,0,NA,NA,NA,NA,NA,NA
1937,RAJARHAT - NEW TOWNSHIP,WEST BENGAL,27,28,27.5,7.5,8,7.7,1470,1570,1520,0.6,0.6,0.6,0.1,0.3,0.2,NA,NA,NA,NA,NA,NA
1938,BASIRHAT MUNICIPALITY,WEST BENGAL,31,32,31.5,8.2,8.5,8.3,1717,2240,1979,0.7,1.3,1,0.2,1.1,0.6,2,2,2,3,3,3
1939,BARRAKPORE MUNICIPALITY,WEST BENGAL,25,30,27.5,7.3,8.4,7.9,348,384,366,0.1,2.6,1.4,0.1,0.4,0.2,0,0,0,0,0,0
1940,NEAR THE PHOSPHATE COMPANY-RISHRA,WEST BENGAL,27.5,29,28.3,7.4,7.8,7.6,554,565,560,1,1.1,1,0.1,1,0.6,0,0,0,0,0,0
1941,"NEAR FLY ASH DUMPING SITE-KUNTIGHAT, BANDEL",WEST BENGAL,28,29,28.5,7.5,7.8,7.6,385,410,398,0.3,1.1,0.7,0.2,0.4,0.3,0,0,0,0,0,0
1942,NEAR EXIDE INDUSTRIES-HALDIA,WEST BENGAL,33,33,33,7.3,7.5,7.4,1248,1441,1345,0.4,1.4,0.9,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA
1943,"INSIDE TATA METALIKS, KHARAGPUR",WEST BENGAL,31,32,31.5,7.1,7.5,7.3,448,535,492,0.3,0.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA
1944,KHARAGPUR INDUSTRIAL AREA,WEST BENGAL,30,30,30,7.2,7.4,7.3,100,116,108,0.6,0.8,0.7,1,1.5,1.2,NA,NA,NA,NA,NA,NA
1945,ENGLISH BAZAR- MALDAH,WEST BENGAL,24,26,25,7,7.6,7.3,398,590,494,0.6,0.8,0.7,0.1,1.1,0.6,NA,NA,NA,NA,NA,NA
2510,GEOKHALI BUNGLOW MIDNAPUR-EAST,WEST BENGAL,27,28.5,27.8,7.2,7.5,7.3,1008,1016,1012,0.4,0.8,0.6,0,0,0,NA,NA,NA,NA,NA,NA
2515,"SDO OFFICE, RANAGHAT",WEST BENGAL,26,29,27.5,7.2,7.9,7.5,429,500,465,0.2,0.7,0.5,0.1,0.7,0.4,NA,NA,NA,NA,NA,NA
2516,"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,27,29,28,7.1,8,7.6,426,663,545,0.1,0.4,0.2,0.2,0.3,0.2,NA,NA,NA,NA,NA,NA
2526,FULBARI BARRAGE,WEST BENGAL,26,28,27,7,7.4,7.2,85,101,93,0.2,1.2,0.7,0.1,0.3,0.2,70,80,75,120,140,130
2528,GROUND WATER POINT INSIDE BURDWAN UNIVERSITY,WEST BENGAL,29,29.5,29.3,7.1,7.5,7.3,752,796,774,0.8,2.5,1.6,0.4,0.5,0.5,2,2,2,4,4,4
2529,GROUND WATER POINT NEAR BURDWAN STATION,WEST BENGAL,28,29,28.5,6.8,7.5,7.1,663,714,689,0.4,0.9,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA
2530,HOT SPRING AT BAKRESHWAR,WEST BENGAL,66,68,67,9.3,9.3,9.3,552,594,573,1.1,1.9,1.5,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA
2533,SURI TOWN NEAR BUS STAND,WEST BENGAL,29,29,29,6.1,7.4,6.7,660,929,795,0.7,1.3,1,0.6,0.8,0.7,NA,NA,NA,NA,NA,NA
2535,VISVA BHARATI,WEST BENGAL,30,31,30.5,6.9,7.3,7.1,482,493,488,0.5,0.7,0.6,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA
2536,NALHATI RAILWAY STATION OF BIRBHUM,WEST BENGAL,29,29,29,7.1,7.1,7.1,314,1013,664,0.9,1.1,1,4.7,6.6,5.7,NA,NA,NA,NA,NA,NA
2537,BOLPUR NEAR RAILWAY STATION,WEST BENGAL,28,30,29,7,8,7.5,358,801,580,0.3,0.9,0.6,2.2,2.6,2.4,NA,NA,NA,NA,NA,NA
2538,MOREGRAM CROSSING,WEST BENGAL,29,29,29,7,7,7,306,306,306,1.2,3.5,2.3,0.6,0.7,0.6,NA,NA,NA,NA,NA,NA
2540,SATI GHAT AT BANKURA TOWN,WEST BENGAL,28,30,29,7.5,7.5,7.5,1727,1854,1791,0.8,0.9,0.8,0.2,0.2,0.2,4,4,4,13,13,13
2542,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,26,29,27.5,6.6,6.7,6.7,742,814,778,0.4,0.9,0.7,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
2543,SDO OFFICE AT BISHNUPUR TOWN,WEST BENGAL,26,29,27.5,5.7,8,6.9,123,140,132,0.4,0.7,0.6,2.1,3.4,2.8,NA,NA,NA,NA,NA,NA
2545,GROUND WATER POINT AT PURULIA RK MISSION,WEST BENGAL,27,32,29.5,6.8,7.5,7.1,485,1568,1027,1.1,1.7,1.4,3.9,4.1,4,8,8,8,13,13,13
2546,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,26,29,27.5,7.9,8,7.9,969,987,978,0.3,0.7,0.5,0,0.8,0.4,4,4,4,13,13,13
2547,"AMTOLA ON DIAMOND HARBOUR ROAD, 24 PARGANAS (S)",WEST BENGAL,26,27,26.5,7.1,8,7.5,1048,2140,1594,0.3,1.4,0.8,0.1,0.6,0.3,500,500,500,900,900,900
2548,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,27,29,28,7.2,7.5,7.4,1832,2040,1936,0.5,0.7,0.6,0.1,0.2,0.2,2,2,2,11,11,11
1736,"GROUND WATER QUALITY STATION SARDARNAGAR, U.P",Uttar Pradesh,22,24,23,6.9,7,6.9,1044,1072,1058,4.9,5.2,5.1,3.9,4.2,4,80,100,90,170,220,195
1737,"GROUND WATER QUALITY STATION CAPTANGANJ, U.P",Uttar Pradesh,21,24,22.5,6.9,6.9,6.9,744,786,765,3.4,3.6,3.5,2.7,3,2.9,30,40,35,60,80,70
1738,"SITE 1, INDUSTRIAL AREA NEAR M/S WOODWARM CHEMICAL LTD., UNNAO, U.P",Uttar Pradesh,26,26,26,7.7,7.7,7.7,674,674,674,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1739,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN SONS, UNNAO, U.P",Uttar Pradesh,26,26,26,7.4,7.4,7.4,2987,2987,2987,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1740,"AT ROADWAYS BUS STATION, UNNAO, U.P",Uttar Pradesh,26,26,26,7.3,7.3,7.3,2940,2940,2940,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1741,"MAGAWARA INDUSTRIAL AREA NEAR M/S JAMJAM TANNERS, UNNAO, U.P",Uttar Pradesh,26,26,26,7.5,7.5,7.5,1202,1202,1202,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1742,"Handpump near India Pesticide Ltd., Chinhat ind Area",Uttar Pradesh,25,25.8,25.4,7.1,7.3,7.2,587,639,613,0.1,0.1,0.1,0,0.3,0.2,NA,NA,NA,NA,NA,NA
1743,"Handpump near Eveready Inds.,  Aishbagh",Uttar Pradesh,25,26,25.5,7,7.2,7.1,963,1182,1072,0.2,0.2,0.2,10.2,24.8,17.5,NA,NA,NA,NA,NA,NA
1744,"JAJMAU INDUSTRIAL AREA NO. 6 KANPUR, U.P",Uttar Pradesh,29,29,29,6.9,6.9,6.9,3923,3923,3923,NA,NA,NA,3.9,3.9,3.9,NA,NA,NA,NA,NA,NA
1745,"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF AMMONIA FERTIZER KANPUR, U.P",Uttar Pradesh,29,29,29,7.4,7.4,7.4,1109,1109,1109,NA,NA,NA,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA
1746,Nagar Palika Tube well Sultanpur,Uttar Pradesh,18,22,20.7,7.6,7.8,7.7,315,869,622,NA,NA,NA,0,0.3,0.2,NA,NA,NA,NA,NA,NA
1747,"India Marka hand pump,Sareny, Raebareli",Uttar Pradesh,21,21,21,7.8,7.9,7.8,611,852,732,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA
1749,"TUBE WELL AT MEERUT CITY, U.P",Uttar Pradesh,22,22,22,7.1,7.2,7.2,510,740,625,NA,NA,NA,0,0.8,0.4,NA,NA,NA,NA,NA,NA
1750,"TUBE WELL AT BAGPAT CITY, U.P",Uttar Pradesh,22,23,22.5,7.4,7.7,7.6,690,710,700,NA,NA,NA,0,0.8,0.4,NA,NA,NA,NA,NA,NA
1752,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",Uttar Pradesh,23,23.6,23.3,6.6,7.3,6.9,1020,3880,2450,2,2.8,2.4,2.5,2.7,2.6,NA,NA,NA,NA,NA,NA
1753,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD, U.P",Uttar Pradesh,23,24,23.5,6.4,7,6.7,1680,1943,1812,2,2.5,2.3,1,1.8,1.4,NA,NA,NA,NA,NA,NA
1754,"HAPUR ROAD INDUSTRIAL AREA GHAZIABAD, U.P",Uttar Pradesh,22.8,24,23.4,6.4,7.1,6.8,1070,1250,1160,1.2,2.1,1.7,1.5,2.4,2,NA,NA,NA,NA,NA,NA
1755,"PILKHUA INDUSTRIAL AREA GHAZIABAD, U.P",Uttar Pradesh,23,25,24,6.5,7.2,6.9,1210,1800,1505,2.2,2.6,2.4,0.4,1.8,1.1,NA,NA,NA,NA,NA,NA
1757,"Hand Pump, Mirzapur Industrial area Mirzapur",Uttar Pradesh,22.9,23.8,23.4,7.2,7.4,7.3,1336,1418,1377,0.2,0.2,0.2,1.6,7.2,4.4,NA,NA,NA,NA,NA,NA
1759,"IFFCO, PHOOLPUR, ALLAHABAD, U.P",Uttar Pradesh,23.2,23.6,23.4,7.1,7.3,7.2,1248,1324,1286,0.3,0.3,0.3,0,1.5,0.7,NA,NA,NA,NA,NA,NA
1760,"M/S KANORIA CHEMICAL SONBHADRA, U.P",Uttar Pradesh,23.3,24,23.7,6.7,7,6.9,1258,1336,1297,0.3,0.4,0.4,0,11.4,5.7,NA,NA,NA,NA,NA,NA
1761,"TUBE WELL IN SINGRAULI INDUSTRIAL AREA, U.P",Uttar Pradesh,22.8,23.9,23.4,7.2,7.3,7.3,982,1015,999,0.3,0.4,0.4,0,1.6,0.8,NA,NA,NA,NA,NA,NA
1769,"Hand Pump, At Industrial Area Naini, Allahabad",Uttar Pradesh,23.8,33,28.9,7.1,7.6,7.3,1142,3300,2554,0.3,1,0.6,0,2,0.7,NA,NA,NA,NA,NA,NA
2469,"AT INDUSTRIAL AREA. NAINI, ALLAHABAD",Uttar Pradesh,23.8,23.8,23.8,7.6,7.6,7.6,1142,1142,1142,0.3,0.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA
2469,"AT INDUSTRIAL AREA. NAINI, ALLAHABAD",Uttar Pradesh,23.8,23.8,23.8,7.6,7.6,7.6,1092,1092,1092,0.2,0.2,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA
2470,"AT INDUSTRIAL AREA, FATEHPUR",Uttar Pradesh,23,23.7,23.4,7.2,7.3,7.2,1272,1337,1305,0.3,0.4,0.4,0,3.8,1.9,NA,NA,NA,NA,NA,NA
2471,"GORAKHPUR INDUSTRIAL DEVELOPMENT AUTHORITY AREA (GIDA), GORAKHPUR",Uttar Pradesh,20,23,21.5,8,8,8,486,496,491,2.2,2.6,2.4,0.3,0.4,0.4,40,60,50,100,110,105
2472,"VILLAGE DAURALA, MEERUT",Uttar Pradesh,22,23,22.5,7.6,7.6,7.6,960,1060,1010,NA,NA,NA,0,0.3,0.2,NA,NA,NA,NA,NA,NA
2473,"KHEKRA, BAGHPAT",Uttar Pradesh,20,21,20.5,7.3,7.7,7.5,210,710,460,NA,NA,NA,0,0.8,0.4,NA,NA,NA,NA,NA,NA
2474,"India Marka hand pump,Unchahar, Raebareli",Uttar Pradesh,20,21,20.5,7.7,7.8,7.8,601,792,697,NA,NA,NA,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA
2475,"India Marka hand pump, Ind. Area, Sultanpur Road,Raebareli",Uttar Pradesh,21,22,21.5,7.9,8.1,8,688,762,725,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA
2477,NEAR ARYA KANYA INTER COLLEGE. JALAUN,Uttar Pradesh,17.2,31.2,26.2,7.3,7.9,7.6,983,2860,1382,NA,NA,NA,0,0,0,0,0,0,0,0,0
2478,"Handpump near Uptron Police Chowki Dewa road,",Uttar Pradesh,25,25.8,25.4,7.2,7.5,7.4,520,601,560,0.3,0.3,0.3,0,0.4,0.2,NA,NA,NA,NA,NA,NA
2480,"NEAR BRAHMAN MAJRA, PILKHANI",Uttar Pradesh,20,20,20,7.5,7.5,7.5,380,380,380,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1405,"WELL AT UDAIPUR (TUBEWELL), TRIPURA",TRIPURA,26,27.5,26.8,7.4,8,7.7,178,186,182,NA,NA,NA,0.6,1.2,0.9,NA,NA,NA,NA,NA,NA
1406,"WELL AROUND UDAIPUR (TUBEWELL), TRIPURA",TRIPURA,26.5,28,27.2,7.6,7.8,7.7,330,366,345,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1730,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,26.9,28.3,27.7,7.7,7.9,7.8,192,211,202,NA,NA,NA,0.6,0.8,0.7,NA,NA,NA,NA,NA,NA
1731,"LANKAMURA, TRIPURA",TRIPURA,27.5,28,27.8,7.6,7.7,7.7,98,108,101,NA,NA,NA,0,0.1,0.1,NA,NA,NA,NA,NA,NA
1732,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,27,28,27.5,7.6,7.7,7.6,112,127,119,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1733,"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,27.7,28,27.9,7.4,7.9,7.7,141,149,145,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1734,"GANDHIGRAM, AGARTALA, TRIPURA",TRIPURA,27,27.3,27.2,7.4,7.7,7.5,174,216,194,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1415,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN), RAJASTHAN",Rajasthan,25,25,25,8.4,8.4,8.4,2500,2500,2500,1.1,1.1,1.1,1.8,1.8,1.8,4,4,4,4,4,4
1416,"WELL OF BHOPAL SINGH, 24 KM. FROM PALI TOWN, RAJASTHAN",Rajasthan,26,26,26,8.4,8.4,8.4,7100,7100,7100,1.3,1.3,1.3,3.7,3.7,3.7,4,4,4,7,7,7
1706,"RIICO PUMP HOUSE NEAR MONTO MOTORS, MIA, ALWAR, RAJASTHAN",Rajasthan,28,28,28,8,8,8,940,940,940,0.8,0.8,0.8,1,1,1,NA,NA,NA,7,7,7
1708,"WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR, RAJASTHAN",Rajasthan,28,28,28,7.7,7.7,7.7,1400,1400,1400,1.1,1.1,1.1,0.8,0.8,0.8,NA,NA,NA,4,4,4
1709,"WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Rajasthan,28,28,28,7.4,7.4,7.4,950,950,950,1.5,1.5,1.5,0.8,0.8,0.8,4,4,4,9,9,9
1710,"WELL AT VILLAGE ALUPUR, VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Rajasthan,28,28,28,7.5,7.5,7.5,1670,1670,1670,0.8,0.8,0.8,2.4,2.4,2.4,NA,NA,NA,4,4,4
1711,"WELL AT VILLAGE HARCHANDPUR, VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Rajasthan,29,29,29,7.2,7.2,7.2,6500,6500,6500,0.6,0.6,0.6,4.6,4.6,4.6,NA,NA,NA,4,4,4
1712,"WELL AT VILLAGE BHIWADI , VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Rajasthan,28,28,28,7.7,7.7,7.7,1600,1600,1600,1.8,1.8,1.8,0.5,0.5,0.5,NA,NA,NA,4,4,4
1713,"WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Rajasthan,29,29,29,7.8,7.8,7.8,1690,1690,1690,1,1,1,1,1,1,NA,NA,NA,4,4,4
1715,"HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300M. FROM KANSUA NALA, DEOLI ARAB VILLAGE, KOTA, RAJASTHAN",Rajasthan,30,30,30,7.3,7.3,7.3,700,700,700,0.8,0.8,0.8,1.8,1.8,1.8,NA,NA,NA,9,9,9
1720,"CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR, RAJASTH",Rajasthan,25,25,25,7.4,7.4,7.4,1300,1300,1300,0.7,0.7,0.7,0.5,0.5,0.5,NA,NA,NA,4,4,4
1721,"PHED WELL NEAR RAILWAY LINE JHOTAWARA, JAIPUR, RAJASTHAN",Rajasthan,26,26,26,7.6,7.6,7.6,560,560,560,0.7,0.7,0.7,2,2,2,NA,NA,NA,4,4,4
1723,"HAND PUMP OF VIDHANI VILLAGE GONER ROAD JAIPUR, RAJASTHAN",Rajasthan,25,25,25,7.5,7.5,7.5,4200,4200,4200,1.1,1.1,1.1,1.6,1.6,1.6,NA,NA,NA,4,4,4
1724,"WELL OF GOOJARON KI TALAI, MOHANA ROAD SANGANER JAIPUR, RAJASTHAN",Rajasthan,26,26,26,7.8,7.8,7.8,1590,1590,1590,0.9,0.9,0.9,0.7,0.7,0.7,4,4,4,9,9,9
1725,"PUBLIC HAND PUMP BEFORE SANGANER PULIA, RAJASTHAN",Rajasthan,26,26,26,6.8,6.8,6.8,1680,1680,1680,1.7,1.7,1.7,1.1,1.1,1.1,NA,NA,NA,4,4,4
2015,"PABUPURA ROAD NEAR CIVIL AIR PORT, JODHPUR (MANGILAL RATHOR)",Rajasthan,24,24,24,7.7,7.7,7.7,4700,4700,4700,1.6,1.6,1.6,4.4,4.4,4.4,NA,NA,NA,4,4,4
2017,"VILLAGE VINAYAKIA, JODHPUR (HIRALAL KUMHAR)",Rajasthan,22,23,22.5,7.8,8,7.9,2000,2500,2250,1.1,1.7,1.4,1.7,4.4,3,NA,NA,NA,4,4,4
2018,"VILLAGE VINAYAKIA, JODHPUR (HUKUM SINGH RATHORE)",Rajasthan,22,22,22,7.7,7.7,7.7,4300,4300,4300,1.4,1.4,1.4,2.6,2.6,2.6,4,4,4,9,9,9
2019,"NEAR UIT BRIDGE, UDAIPUR",Rajasthan,24,24,24,6.7,6.7,6.7,1820,1820,1820,1.1,1.1,1.1,1.3,1.3,1.3,NA,NA,NA,4,4,4
2020,"NEW FATEHPURA, 200 FT.FROM PANCHWATI NALLAH, UDAIPUR",Rajasthan,24,24,24,6.8,6.8,6.8,1870,1870,1870,1.2,1.2,1.2,1.4,1.4,1.4,NA,NA,NA,4,4,4
2021,"NEAR ARVIND GENERAL STORE, ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR",Rajasthan,24,24,24,6.8,6.8,6.8,2200,2200,2200,1.5,1.5,1.5,1,1,1,NA,NA,NA,4,4,4
2022,"NEAR RANA PRATAP NAGAR, RAILWAY STATION, UDAIPUR",Rajasthan,24,24,24,6.7,6.7,6.7,1700,1700,1700,1.6,1.6,1.6,1.1,1.1,1.1,NA,NA,NA,4,4,4
2023,"HOTEL ORIENT PLACE, SUBHAS NAGAR, UDAIPUR",Rajasthan,24,24,24,6.7,6.7,6.7,1500,1500,1500,1.4,1.4,1.4,2.1,2.1,2.1,4,4,4,9,9,9
2024,"IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AMER ROAD, JAIPUR",Rajasthan,27,27,27,7.1,7.1,7.1,1810,1810,1810,0.6,0.6,0.6,1.4,1.4,1.4,NA,NA,NA,4,4,4
2025,"NEAR SHREE KALYANESHWAR MPCBADEV TEMPLE, JAI SINGH PURA KHURD, JAIPUR.",Rajasthan,27,27,27,6.9,6.9,6.9,2000,2000,2000,0.9,0.9,0.9,2,2,2,4,4,4,9,9,9
2026,"NEAR FOJI NAGAR, KACCHI BASTI, AMBABARI, JAIPUR.",Rajasthan,27,27,27,6.9,6.9,6.9,1000,1000,1000,0.7,0.7,0.7,0.8,0.8,0.8,NA,NA,NA,4,4,4
2027,"NEAR ABN CENTRAL ACADEMY, SUSILPURA, SODALA, JAIPUR.",Rajasthan,26,26,26,7.3,7.3,7.3,1380,1380,1380,1,1,1,1,1,1,NA,NA,NA,4,4,4
2028,"NEAR SAMSHAN VISHWAKARMA NAGAR, MPCBARANIFARM, JAIPUR",Rajasthan,26,26,26,7.2,7.2,7.2,1410,1410,1410,0.7,0.7,0.7,0.8,0.8,0.8,NA,NA,NA,4,4,4
2029,"NEAR GANDHI BHWAN, AJMER",Rajasthan,32,32,32,7.6,7.6,7.6,850,850,850,0.9,0.9,0.9,1.1,1.1,1.1,NA,NA,NA,4,4,4
2030,"OPPOSITE PRIVATE BUS STAND, AJMER",Rajasthan,32,32,32,7.4,7.4,7.4,3400,3400,3400,1.7,1.7,1.7,1.4,1.4,1.4,NA,NA,NA,4,4,4
2031,"NEAR 9 NO. PETROL PUMP, NEAR ADARSH NAGAR GATE, AJMER",Rajasthan,32,32,32,7.5,7.5,7.5,1000,1000,1000,1.5,1.5,1.5,1,1,1,NA,NA,NA,4,4,4
2032,"NEAR KHANPURA TALAB, AJMER",Rajasthan,33,33,33,7.7,7.7,7.7,310,310,310,1.2,1.2,1.2,1.2,1.2,1.2,NA,NA,NA,4,4,4
2033,"OUTSIDE JLN HOSPITAL, AJMER",Rajasthan,33,33,33,7.2,7.2,7.2,2000,2000,2000,1.5,1.5,1.5,2.1,2.1,2.1,NA,NA,NA,4,4,4
2957,"WELL/ HAND PUMPS IN THE RIICO INDUSTRIAL AREA, BANSWARA, RAJASTHAN",Rajasthan,28,28,28,7.8,7.8,7.8,890,890,890,1.3,1.3,1.3,1,1,1,NA,NA,NA,4,4,4
2958,"WELL OF SH. BHURA RAM, KHETRI NGAR, JHUNJHUNU, RAJASTHAN",Rajasthan,27,27,27,6.9,6.9,6.9,4100,4100,4100,1.8,1.8,1.8,1.8,1.8,1.8,4,4,4,7,7,7
2959,"WELL OF SH. BRIJA RAM, KHETRI NAGAR, JHUNJHUNU, RAJASTHAN",Rajasthan,27.5,27.5,27.5,7.6,7.6,7.6,4300,4300,4300,1.1,1.1,1.1,1.6,1.6,1.6,4,4,4,9,9,9
